size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
170142,56689,157,3,11,2,0,2,1,1,49,8,49.0,8.0,65,684,32,the nfl players acted stupidly and haven’t a clue comments
139896,46607,148,3,11,2,0,2,1,1,37,8,37.0,8.0,64,638,30,pedogate scandal rocks usa gymnastics comments
139923,46616,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,kim jong un promotes his sister praises north koreas nukes comments
139932,46619,149,3,11,2,0,2,1,1,68,8,68.0,8.0,65,639,30,trump’s court pick hanging confederate leader’s portrait not racist comments
139614,46513,149,3,11,2,0,2,1,1,58,8,58.0,8.0,65,639,30,huge gas explosion sends giant fireball in ghana’s capital comments
142221,47382,150,3,11,2,0,2,1,1,25,8,25.0,8.0,65,642,30,matchup bulls v mud hens comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
147486,49137,152,3,11,2,0,2,1,1,67,8,67.0,8.0,66,672,32,shrimpton kerry cassidy in ireland 16 sept 17 bases 17 video comments
176868,58931,165,3,11,3,0,3,1,1,57,8,57.0,8.0,79,712,32,passing game film review â mcfrown â week 4 jaguars comments
170052,56659,163,3,11,2,0,2,1,1,34,8,34.0,8.0,72,722,32,wait i agree with david ortiz comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139443,46456,149,3,11,2,0,2,1,1,51,8,51.0,8.0,65,639,30,does christopher columbus really deserve a holiday comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
139998,46641,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,“racist propaganda” librarian rejects books donated by melania comments
160323,53416,151,3,11,6,0,6,1,1,108,8,108.0,8.0,67,680,32,103 trspnc park era bucs win a couple lose a couple playoff games roberto pops finales game stories comments
163920,54615,149,3,11,2,0,2,1,1,140,8,140.0,8.0,64,704,32,the âsweet seasonâ in coming up but with good habits and careful monitoring teeth problems can be avoided according to gilroy dentist comments
139965,46630,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,trump’s kids allegedly used political clout to get fraud case dropped comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
173181,57702,161,3,11,2,0,2,1,1,39,8,39.0,8.0,71,725,32,if joe doesnt overtinker we got this comments
164742,54889,160,3,11,2,0,2,1,1,39,8,39.0,8.0,64,673,32,postgame snapshot jaguars 44 ravens 7 comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
140124,46683,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,tom price resigns as health secretary over private plane uproar comments
166410,55445,161,3,19,5,0,5,1,1,40,8,40.0,8.0,85,738,32,dnc meltdown multiple pedogate charges comments
163899,54608,151,3,11,6,0,6,1,1,76,8,76.0,8.0,67,682,32,925 games hans has his days crowd 23 big poisons mark game stories comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
138330,46085,147,3,11,2,0,2,1,1,33,8,33.0,8.0,64,636,30,10 awful moments caught on video comments
139350,46425,149,3,11,2,0,2,1,1,48,8,48.0,8.0,65,639,30,mnuchin’s trips on military planes cost 811800 comments
139302,46409,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,on snl alec baldwin’s trump calls san juan mayor “nasty woman” comments
150438,50121,161,3,11,3,0,3,1,1,51,8,51.0,8.0,70,699,30,2017 fantasy football tight end rankings â week 5 comments
139896,46607,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,paul ryan is the last person to blame mass shootings on mental illness comments
146559,48828,150,3,11,2,0,2,1,1,36,8,36.0,8.0,65,650,30,the curious case of lichfield ladies comments
157962,52629,149,3,11,2,0,2,1,1,31,8,31.0,8.0,67,686,32,what is the perfect golf swing comments
160323,53416,151,3,11,6,0,6,1,1,108,8,108.0,8.0,67,680,32,103 trspnc park era bucs win a couple lose a couple playoff games roberto pops finales game stories comments
173499,57808,159,3,11,2,0,2,1,1,25,8,25.0,8.0,70,809,32,a staten island sensation comments
139875,46600,149,3,11,2,0,2,1,1,62,8,62.0,8.0,65,639,30,un allegedly nixed a report that predicted the rohingya crisis comments
157188,52371,159,3,11,2,0,2,1,1,21,8,21.0,8.0,64,664,30,redemption for ravens comments
208467,69464,180,3,11,3,0,3,1,1,52,8,52.0,8.0,68,750,32,the durham bulls in 2017 â part 2 â the pitchers comments
145041,48322,151,3,11,2,0,2,1,1,44,8,44.0,8.0,64,645,30,sb54 – the california values act full text comments
148743,49556,148,3,11,3,1,4,1,1,85,8,85.0,8.0,65,669,33,week 4 rankings 2017 top 20 tight ends does anyone want to emerge as trustworthy comments
169434,56453,152,3,11,2,0,2,1,1,37,8,37.0,8.0,66,711,33,doesn’t pay to be ordinary on defense comments
143709,47878,156,3,11,2,0,2,1,1,71,8,71.0,8.0,67,649,30,antonio brown tweets out apology for ânoiseâ and âdistractionsâ comments
139482,46469,149,3,11,2,0,2,1,1,49,8,49.0,8.0,65,639,30,hundreds injured as police shut down catalan vote comments
59652,19859,48,1,2,5,0,5,2,0,105,0,52.5,0.0,7,192,24,we cant find that page yet feel free to let us know about it maybe we have what youre looking for here
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
148605,49510,151,3,11,2,0,2,1,1,64,8,64.0,8.0,65,654,32,babers fuente richt mendenhall all proving to be smart hires comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
200304,66743,148,3,11,2,0,2,1,1,62,8,62.0,8.0,70,1542,32,chicitysports fantasy review week 4 fantasy football rankings comments
79252,39589,42,0,5,2,0,2,2,1,65,29,32.5,29.0,15,301,30,a swiss couple who disappeared from their farm in the alps during world war ii have finally been found 75 years later mummified in a glacier swiss couple missing 75 years found frozen in alps post navigation subscribe to our mailing list
150390,50105,156,3,11,3,0,3,1,1,54,8,54.0,8.0,70,709,30,2017 fantasy football running back rankings â week 5 comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
144273,48066,156,3,11,2,0,2,1,1,94,8,94.0,8.0,67,649,30,former steelers safety ryan clark says antonio brown not the team player heâs made out to be comments
170646,56857,156,3,13,7,0,7,1,1,86,8,86.0,8.0,72,718,34,106 hbd eddie tom gene jeff joel radhames chiefs triples 20 for smiley more comments
139710,46545,149,3,11,2,0,2,1,1,48,8,48.0,8.0,65,639,30,black students kicked out of team for takeaknee comments
148536,49487,149,3,11,3,0,3,1,1,70,8,70.0,8.0,65,666,32,tuesday os open last home set trevo v kevin glausman lineup notes comments
153609,51178,155,3,11,2,0,2,1,1,49,8,49.0,8.0,66,718,32,judges topps now card sold better than expected comments
145758,48561,156,3,11,2,0,2,1,1,35,8,35.0,8.0,69,661,31,jets photos â jets 23 jaguars 20 comments
139509,46478,149,3,11,2,0,2,1,1,53,8,53.0,8.0,65,639,30,ryan gosling guy on a boat give dating advice on snl comments
158058,52661,155,3,13,6,0,6,1,1,68,8,68.0,8.0,71,699,33,securing your homeâs door secrets your locksmith wonât tell you comments
145089,48338,151,3,11,2,0,2,1,1,65,8,65.0,8.0,64,645,30,respected liberal writer blames vegas shooting on white privilege comments
142050,47325,150,3,11,2,0,2,1,1,30,8,30.0,8.0,64,652,31,ravens vs steelers – thursday comments
142476,47467,152,3,11,2,0,2,1,1,62,8,62.0,8.0,64,646,30,president donald trump’s schedule for monday october 10 2017 comments
139893,46606,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,trump tried to say puerto rico with a spanish accent — it was horrible comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
158550,52825,150,3,11,5,0,5,1,1,73,8,73.0,8.0,66,666,32,108 hbd tom donie danny catfish spanky hans 2 cannonball coming comments
167688,55871,148,3,11,2,0,2,1,1,95,8,95.0,8.0,65,677,32,10 important stories from 092717 box scores bogaerts leads off marte’s strong finish more comments
139815,46580,149,3,11,2,0,2,1,1,64,8,64.0,8.0,65,639,30,trump responds to puerto rico’s plea for help with a golf trophy comments
139812,46579,149,3,11,2,0,2,1,1,54,8,54.0,8.0,65,639,30,prankster arrested after crashing theresa mays speech comments
162243,54056,151,3,11,6,0,6,1,1,71,8,71.0,8.0,67,679,32,929 through the 40s hbd cannonball paul camnitz clan game stories comments
162144,54023,163,3,11,2,1,3,1,1,36,8,36.0,8.0,64,706,34,smacktalk ravens will roast raiders comments
153162,51029,148,3,11,2,0,2,1,1,59,8,59.0,8.0,65,638,30,chicago bears secondary comes up big in win over pittsburgh comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
146628,48851,147,3,11,2,0,2,1,1,70,8,70.0,8.0,64,632,31,missing link music signs bluegrass songwriter of the year daryl mosley comments
140916,46947,150,3,11,2,0,2,1,1,30,8,30.0,8.0,65,639,30,acid attacks hell in a bottle comments
150981,50302,155,3,11,2,0,2,1,1,59,8,59.0,8.0,65,664,33,louisville’s first move should be to let go of rick pitino comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
156042,51989,157,3,11,5,0,5,1,1,70,8,70.0,8.0,69,675,32,jetnation tuesday tidbits jets maye have something with safety tandem comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
172431,57452,160,3,11,2,0,2,1,1,76,8,76.0,8.0,71,701,31,the experience of seeing the chicago bears play the pittsburgh steelers live comments
161673,53866,148,3,11,3,1,4,1,1,44,8,44.0,8.0,65,691,33,week 5 rankings 2017 top 40 running backs comments
175149,58358,161,3,13,5,0,5,1,1,93,8,93.0,8.0,70,765,36,start âem or sit âem 2017 week 5 carson wentz marshawn lynch latavius murray more comments
72476,36201,41,0,5,2,0,2,2,1,50,29,25.0,29.0,13,284,30,crazy stuff dahboo7 was tooling around on google earth which also contains data on the planets of the solar system why is there a base on google mars post navigation subscribe to our mailing list
144855,48260,152,3,11,2,0,2,1,1,46,8,46.0,8.0,64,646,30,kaepernick when taking a knee is all about me comments
176868,58931,165,3,11,3,0,3,1,1,57,8,57.0,8.0,79,712,32,passing game film review â mcfrown â week 4 jaguars comments
144657,48194,151,3,11,2,0,2,1,1,63,8,63.0,8.0,64,645,30,sponsors leave nfl over anthem protests others feeling pressure comments
139902,46609,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,neonazi dennis mothersbaugh proudly wears ‘god guns trump’ tshirt comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
140103,46676,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,trump told staff to portray him as crazy while dealing with korea comments
147564,49163,151,3,11,2,0,2,1,1,55,8,55.0,8.0,65,645,31,st louis cardinals plunk anthony rizzo in first at bat comments
72650,36288,40,0,5,2,0,2,2,1,70,29,35.0,29.0,13,279,30,woman head infested with worms – how is this possible post navigation subscribe to our mailing list
144756,48227,148,3,11,2,0,2,1,1,49,8,49.0,8.0,64,640,31,dave doeren has finally gotten that signature win comments
208632,69519,185,3,23,4,0,4,1,1,124,8,124.0,8.0,97,835,35,did vegas shooter stephen paddock believe that he was justified in shooting conservatives because they âdeserve to dieâ comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139962,46629,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,‘take a knee’ how one nfl players resistance evolved into a movement comments
149565,49830,152,3,11,2,0,2,1,1,50,8,50.0,8.0,65,688,33,blue ribbon preseason top 25 includes six from acc comments
166182,55369,157,3,11,2,0,2,1,1,45,8,45.0,8.0,70,694,31,for second week in row jets youngsters shine comments
75766,37846,43,0,5,2,0,2,2,1,66,29,33.0,29.0,13,300,29,kids tell their moms what they really think of them there is a lot of pressure in the world today to be the provider caretaker wife homemaker and kids tell their moms what they really think of them post navigation subscribe to our mailing list
139947,46624,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,las vegas shooting makes country guitarist change his mind on guns comments
139998,46641,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,trump adviser nfl players should thank god they aren’t being shot comments
156258,52061,153,3,11,2,0,2,1,1,70,8,70.0,8.0,64,663,31,president trump delivers weekly address 92917 video and transcript comments
78462,39194,44,0,5,2,0,2,2,1,85,29,42.5,29.0,13,304,32,this man might be the first head transplant recipient this is crazy this man might be the first head transplant recipient – this is crazy post navigation subscribe to our mailing list
140148,46691,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,royal caribbean sends cruise to help hurricane relief efforts comments
161613,53846,151,3,11,6,0,6,1,1,110,8,110.0,8.0,67,682,32,926 expo parkforbes field era hbd bob joe bobby steve brian larry let go leftys nono game stories comments
139839,46588,150,3,11,2,0,2,1,1,8,8,8.0,8.0,64,638,30,34 yards comments
149376,49767,151,3,11,3,1,4,1,1,38,8,38.0,8.0,65,685,33,week 4 rankings 2017 top 15 kickers comments
78010,38968,44,0,5,2,0,2,2,1,92,29,46.0,29.0,13,297,31,when you see how thug this cat is you will want him on your side thuglife gato malo is not playing around i said clean off this table when you see how ‘thug’ this cat is you will want him on your side thuglife post navigation subscribe to our mailing list
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
149790,49905,161,3,11,3,0,3,1,1,48,8,48.0,8.0,70,694,30,2017 fantasy football kicker rankings â week 5 comments
137619,45848,147,3,11,2,0,2,1,1,39,8,39.0,8.0,64,633,30,helicopter money coming michael pento comments
149271,49732,156,3,11,2,0,2,1,1,47,8,47.0,8.0,65,659,30,shannon bream to get primetime show on fox news comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139671,46532,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,celebrities tweeting geeky photos to help raise funds for puerto rico comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139461,46462,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,jimmy kimmel weeps as he talks about shooting in his hometown comments
144663,48196,151,3,11,2,0,2,1,1,59,8,59.0,8.0,64,645,30,spacex to launch and land two falcon 9 rockets this weekend comments
145308,48411,153,3,11,2,0,2,1,1,37,8,37.0,8.0,65,651,30,deep state exam – af branco cartoon comments
147993,49306,155,3,11,2,0,2,1,1,64,8,64.0,8.0,68,658,31,pair of jets recognized for outstanding performances vs dolphins comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
165393,55106,158,3,11,2,0,2,1,1,53,8,53.0,8.0,70,688,31,young guns step up in jets 206 victory over dolphins comments
143556,47827,153,3,11,2,0,2,1,1,31,8,31.0,8.0,68,650,30,tailgating â dolphins vs jets comments
139446,46457,149,3,11,2,0,2,1,1,51,8,51.0,8.0,65,639,30,does christopher columbus really deserve a holiday comments
143667,47864,156,3,11,2,0,2,1,1,64,8,64.0,8.0,67,649,30,steelers gab 2017 week 4 nfl preview â pittsburgh at baltimore comments
142050,47325,150,3,11,2,0,2,1,1,30,8,30.0,8.0,64,652,31,ravens vs steelers – thursday comments
148152,49359,149,3,11,2,0,2,1,1,53,8,53.0,8.0,65,642,31,brandon saad is the spark the chicago blackhawks need comments
139974,46633,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,this high school is threatening to ban players who kneel during anthem comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
162243,54056,151,3,11,6,0,6,1,1,71,8,71.0,8.0,67,679,32,929 through the 40s hbd cannonball paul camnitz clan game stories comments
137703,45876,147,3,11,2,0,2,1,1,55,8,55.0,8.0,64,633,30,president trump says las vegas shooting live updates comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139791,46572,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,dems call for action against guns not just ‘thoughts and prayers’ comments
139959,46628,149,3,11,2,0,2,1,1,62,8,62.0,8.0,65,639,30,for the first time us calls out myanmars rohingya atrocities comments
170649,56858,156,3,13,7,0,7,1,1,86,8,86.0,8.0,72,718,34,106 hbd eddie tom gene jeff joel radhames chiefs triples 20 for smiley more comments
164880,54935,151,3,11,3,1,4,1,1,45,8,45.0,8.0,65,723,33,week 4 rankings 2017 top 50 wide receivers comments
148323,49416,155,3,11,2,0,2,1,1,64,8,64.0,8.0,68,658,31,jets release tight end will tye practice squad rb marcus murphy comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
145947,48624,155,3,11,2,0,2,1,1,58,8,58.0,8.0,67,655,31,playing with heavy heart jetsâ ealy dominates on dline comments
164877,54934,151,3,11,2,0,2,1,1,75,8,75.0,8.0,65,721,33,ranking the power 5 football conferences after week 3 with playoff analysis comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139680,46535,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,king salman’s favorite golden escalator betrays him on visit to moscow comments
151695,50540,148,3,11,2,0,2,1,1,55,8,55.0,8.0,65,640,31,john fox’s future rests on the arm of mitchell trubisky comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
150048,49991,156,3,11,3,0,3,1,1,54,8,54.0,8.0,70,704,30,2017 fantasy football running back rankings â week 4 comments
142476,47467,152,3,11,2,0,2,1,1,62,8,62.0,8.0,64,646,30,president donald trump’s schedule for monday october 10 2017 comments
139803,46576,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,sticker proclaiming ‘kkk wants you’ found at a portland high school comments
157521,52482,156,3,11,2,0,2,1,1,107,8,107.0,8.0,65,699,32,souleye new age hip hop rapper announces the eagerly awaited album wildman releasing september 22 2017 comments
149127,49684,149,3,11,2,0,2,1,1,41,8,41.0,8.0,65,654,32,fsu opponent preview university of miami comments
149952,49959,155,3,11,2,0,2,1,1,46,8,46.0,8.0,64,656,30,democrats fighting losing battle on tax reform comments
